Date;Package Name;Country;Current Device Installs;Daily Device Installs;Daily Device Uninstalls;Daily Device Upgrades;Current User Installs;Total User Installs;Daily User Installs;Daily User Uninstalls
09.03.2016;com.ichi2.anki;RO;1721;2;4;2;1485;4633;2;2
09.03.2016;com.ichi2.anki;RS;1100;3;6;0;997;3151;3;5
09.03.2016;com.ichi2.anki;RU;32699;110;111;14;28754;80720;93;98
09.03.2016;com.ichi2.anki;RW;54;0;0;0;41;88;0;0
09.03.2016;com.ichi2.anki;SA;2132;2;7;2;1981;5929;2;7
09.03.2016;com.ichi2.anki;SB;5;0;0;0;4;5;0;0
09.03.2016;com.ichi2.anki;SC;14;0;0;0;14;23;0;0
09.03.2016;com.ichi2.anki;SD;52;0;0;0;45;108;0;0
09.03.2016;com.ichi2.anki;SE;8446;25;9;3;6907;13633;20;8
09.03.2016;com.ichi2.anki;SG;4127;12;7;2;3435;8438;7;7
09.03.2016;com.ichi2.anki;SI;893;0;1;0;774;1873;0;1
09.03.2016;com.ichi2.anki;SJ;2;0;0;0;2;2;0;0
09.03.2016;com.ichi2.anki;SK;1876;40;8;0;1626;3600;39;7
09.03.2016;com.ichi2.anki;SL;10;0;0;0;7;20;0;0
09.03.2016;com.ichi2.anki;SM;1;0;0;0;1;3;0;0
09.03.2016;com.ichi2.anki;SN;51;0;0;0;43;225;0;0
09.03.2016;com.ichi2.anki;SO;13;0;0;0;12;47;0;0
09.03.2016;com.ichi2.anki;SR;22;0;0;0;17;63;0;0
09.03.2016;com.ichi2.anki;SS;9;0;0;0;9;14;0;0
09.03.2016;com.ichi2.anki;ST;3;0;0;0;3;4;0;0
09.03.2016;com.ichi2.anki;SV;124;0;0;0;110;402;0;0
09.03.2016;com.ichi2.anki;SX;28;0;0;0;22;30;0;0
09.03.2016;com.ichi2.anki;SY;28;0;0;0;25;71;0;0
09.03.2016;com.ichi2.anki;SZ;11;0;0;0;9;13;0;0
09.03.2016;com.ichi2.anki;TC;0;0;0;0;0;3;0;0
09.03.2016;com.ichi2.anki;TD;6;0;0;0;4;14;0;0
09.03.2016;com.ichi2.anki;TG;12;0;0;0;10;49;0;0
09.03.2016;com.ichi2.anki;TH;4153;7;10;2;3583;10772;5;8
09.03.2016;com.ichi2.anki;TJ;80;2;1;0;68;246;1;1
09.03.2016;com.ichi2.anki;TL;24;0;0;0;20;34;0;0
09.03.2016;com.ichi2.anki;TM;35;0;0;0;34;108;0;0
09.03.2016;com.ichi2.anki;TN;181;0;0;0;161;635;0;0
09.03.2016;com.ichi2.anki;TO;3;0;0;0;2;3;0;0
09.03.2016;com.ichi2.anki;TR;4210;24;18;1;3822;14707;22;17
09.03.2016;com.ichi2.anki;TT;182;1;1;0;166;509;1;0
09.03.2016;com.ichi2.anki;TW;16833;46;37;9;14800;45134;31;35
09.03.2016;com.ichi2.anki;TZ;140;0;0;0;116;292;0;0
09.03.2016;com.ichi2.anki;UA;10043;54;54;6;9029;27585;46;53
09.03.2016;com.ichi2.anki;UG;71;0;0;0;59;171;0;0
09.03.2016;com.ichi2.anki;US;184400;385;220;55;146704;350001;219;177
09.03.2016;com.ichi2.anki;UY;163;0;0;0;138;425;0;0
09.03.2016;com.ichi2.anki;UZ;328;2;0;0;307;1053;1;0
09.03.2016;com.ichi2.anki;VC;25;0;0;0;16;42;0;0
09.03.2016;com.ichi2.anki;VE;515;4;2;0;451;1533;3;2
09.03.2016;com.ichi2.anki;VG;0;0;0;0;0;4;0;0
09.03.2016;com.ichi2.anki;VI;5;0;0;0;5;8;0;0
09.03.2016;com.ichi2.anki;VN;6667;51;40;3;6191;22802;47;40
09.03.2016;com.ichi2.anki;VU;4;0;0;0;4;8;0;0
09.03.2016;com.ichi2.anki;WS;8;0;0;0;7;9;0;0
09.03.2016;com.ichi2.anki;YE;116;0;1;0;107;329;0;1
09.03.2016;com.ichi2.anki;YT;5;0;0;0;5;10;0;0
09.03.2016;com.ichi2.anki;ZA;2129;7;3;2;1800;4503;4;4
09.03.2016;com.ichi2.anki;ZM;46;1;0;0;36;106;1;0
09.03.2016;com.ichi2.anki;ZW;70;0;0;1;62;212;0;0
09.03.2016;com.ichi2.anki;;409;1;0;0;311;1008;0;1
09.03.2016;com.ichi2.anki;;0;0;0;0;0;238773;1;5
10.03.2016;com.ichi2.anki;AD;13;0;0;0;10;29;0;0
10.03.2016;com.ichi2.anki;AE;1218;3;0;1;1052;2876;2;0
10.03.2016;com.ichi2.anki;AF;107;1;0;0;91;251;1;1
10.03.2016;com.ichi2.anki;AG;39;1;1;0;29;70;1;1
10.03.2016;com.ichi2.anki;AI;2;0;0;0;1;6;0;0
10.03.2016;com.ichi2.anki;AL;87;0;1;0;76;297;0;1
10.03.2016;com.ichi2.anki;AM;111;2;0;0;104;377;1;0
10.03.2016;com.ichi2.anki;AN;51;0;0;0;43;89;0;0
10.03.2016;com.ichi2.anki;AO;63;1;0;0;54;161;1;0
10.03.2016;com.ichi2.anki;AR;1378;3;7;0;1201;4455;2;6
10.03.2016;com.ichi2.anki;AS;4;0;0;0;2;4;0;0
10.03.2016;com.ichi2.anki;AT;12608;30;19;5;10140;20768;21;13
10.03.2016;com.ichi2.anki;AU;20632;58;29;7;16767;33508;33;26
10.03.2016;com.ichi2.anki;AW;17;0;0;0;15;60;0;0
10.03.2016;com.ichi2.anki;AX;1;0;0;0;1;1;0;0
10.03.2016;com.ichi2.anki;AZ;269;1;1;2;257;1023;1;1
10.03.2016;com.ichi2.anki;BA;284;1;1;0;254;1127;1;1
10.03.2016;com.ichi2.anki;BB;34;0;0;0;32;94;0;0
10.03.2016;com.ichi2.anki;BD;331;3;4;0;297;1197;2;4
10.03.2016;com.ichi2.anki;BE;5123;12;13;3;4248;9720;8;11
10.03.2016;com.ichi2.anki;BF;20;0;0;0;16;72;0;0
10.03.2016;com.ichi2.anki;BG;1115;4;4;1;997;2530;4;4
10.03.2016;com.ichi2.anki;BH;163;1;0;0;139;392;1;0
10.03.2016;com.ichi2.anki;BI;4;0;0;0;4;13;0;0
10.03.2016;com.ichi2.anki;BJ;20;0;0;0;18;83;0;0
10.03.2016;com.ichi2.anki;BM;19;0;0;0;14;31;0;0
10.03.2016;com.ichi2.anki;BN;60;0;0;0;55;193;0;0
10.03.2016;com.ichi2.anki;BO;310;6;1;0;283;771;6;1
10.03.2016;com.ichi2.anki;BR;36826;400;268;20;33430;89354;368;253
10.03.2016;com.ichi2.anki;BS;62;0;0;0;50;134;0;0
10.03.2016;com.ichi2.anki;BT;9;0;0;0;8;28;0;0
10.03.2016;com.ichi2.anki;BW;23;0;0;0;17;69;0;0
10.03.2016;com.ichi2.anki;BY;2388;14;16;3;2157;6155;13;13
10.03.2016;com.ichi2.anki;BZ;31;0;0;0;28;66;0;0
10.03.2016;com.ichi2.anki;CA;22046;43;29;6;18428;40561;30;26
10.03.2016;com.ichi2.anki;CD;37;0;0;0;25;93;0;0
10.03.2016;com.ichi2.anki;CF;1;0;0;0;1;1;0;0
10.03.2016;com.ichi2.anki;CG;13;0;0;0;11;34;0;0
10.03.2016;com.ichi2.anki;CH;13016;28;19;3;10312;22512;12;15
10.03.2016;com.ichi2.anki;CI;65;0;0;0;53;215;0;0
10.03.2016;com.ichi2.anki;CK;1;0;0;0;0;4;0;0
10.03.2016;com.ichi2.anki;CL;1221;7;3;1;1043;3333;7;3
10.03.2016;com.ichi2.anki;CM;50;0;1;0;44;152;0;1
10.03.2016;com.ichi2.anki;CN;6557;10;5;3;5266;13547;8;4
10.03.2016;com.ichi2.anki;CO;1937;25;13;1;1725;6369;24;11
10.03.2016;com.ichi2.anki;CR;412;3;2;0;347;1127;2;2
10.03.2016;com.ichi2.anki;CU;36;0;0;0;25;46;0;0
10.03.2016;com.ichi2.anki;CV;11;0;0;0;9;24;0;0
10.03.2016;com.ichi2.anki;CW;15;0;0;0;13;23;0;0
10.03.2016;com.ichi2.anki;CY;183;0;0;0;161;455;0;0
10.03.2016;com.ichi2.anki;CZ;9856;20;18;2;8392;19376;18;16
10.03.2016;com.ichi2.anki;DE;91401;228;145;30;75777;179807;149;125
10.03.2016;com.ichi2.anki;DJ;13;0;0;0;11;30;0;0
10.03.2016;com.ichi2.anki;DK;2302;4;3;0;1896;4140;2;2
10.03.2016;com.ichi2.anki;DM;48;0;0;0;36;64;0;0
10.03.2016;com.ichi2.anki;DO;350;3;1;0;294;909;3;1
10.03.2016;com.ichi2.anki;DZ;420;3;5;1;383;1762;3;5
10.03.2016;com.ichi2.anki;EC;320;4;0;0;281;958;4;0
10.03.2016;com.ichi2.anki;EE;923;2;0;0;784;2005;2;0
10.03.2016;com.ichi2.anki;EG;1804;17;9;2;1663;5231;16;9
10.03.2016;com.ichi2.anki;ER;0;0;0;0;0;0;0;0
10.03.2016;com.ichi2.anki;ES;16138;49;35;7;13614;35953;40;34
10.03.2016;com.ichi2.anki;ET;113;0;0;0;102;234;0;0
10.03.2016;com.ichi2.anki;FI;4240;14;7;5;3498;6681;11;4
10.03.2016;com.ichi2.anki;FJ;20;0;0;0;18;53;0;0
10.03.2016;com.ichi2.anki;FK;1;0;0;0;1;3;0;0
10.03.2016;com.ichi2.anki;FM;5;0;0;0;4;5;0;0
10.03.2016;com.ichi2.anki;FO;12;0;0;0;9;23;0;0
10.03.2016;com.ichi2.anki;FR;26489;82;57;10;22673;45508;66;48
10.03.2016;com.ichi2.anki;GA;3;0;0;0;3;42;0;0
10.03.2016;com.ichi2.anki;GB;37409;92;68;12;30617;71233;71;54
10.03.2016;com.ichi2.anki;GD;91;0;0;0;73;118;0;0
10.03.2016;com.ichi2.anki;GE;218;2;2;0;190;551;1;1
10.03.2016;com.ichi2.anki;GF;11;0;0;0;11;23;0;0
10.03.2016;com.ichi2.anki;GG;6;0;0;0;4;12;0;0
10.03.2016;com.ichi2.anki;GH;175;0;0;0;151;463;0;0
10.03.2016;com.ichi2.anki;GI;12;0;0;0;10;24;0;0
10.03.2016;com.ichi2.anki;GL;7;0;0;0;6;9;0;0
10.03.2016;com.ichi2.anki;GM;14;0;0;0;10;40;0;0
10.03.2016;com.ichi2.anki;GN;15;0;0;0;13;50;0;0
10.03.2016;com.ichi2.anki;GP;116;1;0;0;99;237;1;0
10.03.2016;com.ichi2.anki;GQ;5;0;0;0;4;16;0;0
10.03.2016;com.ichi2.anki;GR;946;5;5;0;810;2241;5;6
10.03.2016;com.ichi2.anki;GT;269;2;0;1;228;651;2;0
10.03.2016;com.ichi2.anki;GU;29;0;0;0;25;66;0;0
10.03.2016;com.ichi2.anki;GW;1;0;0;0;1;5;0;0
10.03.2016;com.ichi2.anki;GY;33;0;0;0;29;77;0;0
10.03.2016;com.ichi2.anki;HK;3760;5;5;1;3103;8982;4;4
10.03.2016;com.ichi2.anki;HN;78;0;1;0;73;296;0;1
10.03.2016;com.ichi2.anki;HR;854;3;3;0;741;1947;2;2
10.03.2016;com.ichi2.anki;HT;20;0;0;0;17;61;0;0
10.03.2016;com.ichi2.anki;HU;11729;27;26;4;10156;26361;25;23
10.03.2016;com.ichi2.anki;ID;2658;7;7;2;2348;7314;6;6
10.03.2016;com.ichi2.anki;IE;3170;5;7;2;2662;6397;4;4
10.03.2016;com.ichi2.anki;IL;3805;11;12;0;3275;8016;9;10
10.03.2016;com.ichi2.anki;IM;7;0;0;0;6;19;0;0
10.03.2016;com.ichi2.anki;IN;6544;26;22;5;5936;26921;20;22
10.03.2016;com.ichi2.anki;IO;1;0;0;0;1;1;0;0
10.03.2016;com.ichi2.anki;IQ;235;0;0;1;220;1009;0;0
10.03.2016;com.ichi2.anki;IR;6866;19;13;7;6177;12197;19;13
10.03.2016;com.ichi2.anki;IS;323;0;0;0;266;587;0;0
10.03.2016;com.ichi2.anki;IT;12107;71;46;6;10461;30155;57;41
10.03.2016;com.ichi2.anki;JE;10;0;0;0;8;25;0;0
10.03.2016;com.ichi2.anki;JM;275;0;2;0;242;827;0;1
10.03.2016;com.ichi2.anki;JO;505;2;0;0;452;1292;2;0
10.03.2016;com.ichi2.anki;JP;54347;75;75;25;45394;137836;51;64
10.03.2016;com.ichi2.anki;KE;206;2;1;0;178;635;2;1
10.03.2016;com.ichi2.anki;KG;308;3;1;0;296;1287;3;1
10.03.2016;com.ichi2.anki;KH;311;3;0;0;259;666;2;0
10.03.2016;com.ichi2.anki;KI;5;0;0;0;2;2;0;0
10.03.2016;com.ichi2.anki;KM;11;0;0;0;11;20;0;0
10.03.2016;com.ichi2.anki;KN;25;0;0;0;23;38;0;0
10.03.2016;com.ichi2.anki;KR;13311;60;25;5;11465;34476;52;25
10.03.2016;com.ichi2.anki;KW;270;0;3;0;231;676;0;3
10.03.2016;com.ichi2.anki;KY;11;0;0;0;11;28;0;0
10.03.2016;com.ichi2.anki;KZ;3353;89;33;1;3213;9116;87;33
10.03.2016;com.ichi2.anki;LA;78;1;1;0;65;162;1;1
10.03.2016;com.ichi2.anki;LB;251;1;1;0;235;691;1;1
10.03.2016;com.ichi2.anki;LC;9;0;0;0;8;26;0;0
10.03.2016;com.ichi2.anki;LI;21;0;0;0;16;49;0;0
10.03.2016;com.ichi2.anki;LK;246;2;0;0;219;669;1;0
10.03.2016;com.ichi2.anki;LR;8;0;0;0;7;15;0;0
10.03.2016;com.ichi2.anki;LS;7;0;0;0;6;12;0;0
10.03.2016;com.ichi2.anki;LT;1038;3;0;3;912;2340;1;0
10.03.2016;com.ichi2.anki;LU;361;0;0;0;288;578;0;0
10.03.2016;com.ichi2.anki;LV;775;6;3;0;665;1598;6;3
10.03.2016;com.ichi2.anki;LY;120;0;0;0;111;326;0;0
10.03.2016;com.ichi2.anki;MA;771;3;2;0;707;3386;2;2
10.03.2016;com.ichi2.anki;MC;3;0;0;0;2;6;0;0
10.03.2016;com.ichi2.anki;MD;307;0;2;0;281;955;0;1
10.03.2016;com.ichi2.anki;ME;91;0;1;0;78;230;0;1
10.03.2016;com.ichi2.anki;MF;6;0;0;0;6;9;0;0
10.03.2016;com.ichi2.anki;MG;53;0;0;0;46;137;0;0
10.03.2016;com.ichi2.anki;MH;3;0;0;0;3;6;0;0
10.03.2016;com.ichi2.anki;MK;141;0;0;0;122;434;0;0
10.03.2016;com.ichi2.anki;ML;18;0;0;0;12;72;0;0
10.03.2016;com.ichi2.anki;MM;252;1;1;0;212;465;1;1
10.03.2016;com.ichi2.anki;MN;169;0;1;0;159;654;0;1
10.03.2016;com.ichi2.anki;MO;120;0;0;0;108;352;0;0
10.03.2016;com.ichi2.anki;MP;8;0;0;0;6;20;0;0
10.03.2016;com.ichi2.anki;MQ;27;0;0;0;21;50;0;0
10.03.2016;com.ichi2.anki;MR;7;0;0;0;6;36;0;0
10.03.2016;com.ichi2.anki;MS;1;0;0;0;0;3;0;0
10.03.2016;com.ichi2.anki;MT;135;0;0;0;124;345;0;0
10.03.2016;com.ichi2.anki;MU;92;0;0;0;76;261;0;0
10.03.2016;com.ichi2.anki;MV;44;0;0;0;41;116;0;0
10.03.2016;com.ichi2.anki;MW;28;0;0;0;21;45;0;0
10.03.2016;com.ichi2.anki;MX;3863;21;5;2;3385;11590;15;5
10.03.2016;com.ichi2.anki;MY;2280;9;5;0;2002;7066;8;5
10.03.2016;com.ichi2.anki;MZ;47;0;0;0;43;129;0;0
10.03.2016;com.ichi2.anki;NA;33;0;1;0;28;97;0;1
10.03.2016;com.ichi2.anki;NC;41;0;0;0;36;64;0;0
10.03.2016;com.ichi2.anki;NE;11;0;0;0;9;36;0;0
10.03.2016;com.ichi2.anki;NG;423;2;4;0;380;1033;2;4
10.03.2016;com.ichi2.anki;NI;101;0;1;0;82;252;0;1
10.03.2016;com.ichi2.anki;NL;7998;21;15;5;6752;16310;19;13
10.03.2016;com.ichi2.anki;NO;4420;10;6;1;3557;6744;4;6
10.03.2016;com.ichi2.anki;NP;316;2;1;0;286;1063;2;1
10.03.2016;com.ichi2.anki;NZ;3484;7;4;2;2941;6780;4;4
10.03.2016;com.ichi2.anki;OM;293;1;1;0;270;801;1;1
10.03.2016;com.ichi2.anki;PA;225;0;0;0;200;580;0;0
10.03.2016;com.ichi2.anki;PE;855;2;3;0;738;2371;2;4
10.03.2016;com.ichi2.anki;PF;33;0;0;0;27;70;0;0
10.03.2016;com.ichi2.anki;PG;47;0;0;0;36;65;0;0
10.03.2016;com.ichi2.anki;PH;3987;12;8;2;3513;11398;11;9
10.03.2016;com.ichi2.anki;PK;1028;4;3;0;968;3865;4;3
10.03.2016;com.ichi2.anki;PL;29693;69;50;18;25662;59230;52;44
10.03.2016;com.ichi2.anki;PM;1;0;0;0;1;4;0;0
10.03.2016;com.ichi2.anki;PR;157;0;0;0;128;447;0;0
10.03.2016;com.ichi2.anki;PS;22;0;0;0;20;100;0;0
10.03.2016;com.ichi2.anki;PT;1458;8;4;0;1280;3760;8;4
10.03.2016;com.ichi2.anki;PW;5;0;0;0;4;7;0;0
10.03.2016;com.ichi2.anki;PY;135;0;0;0;120;466;0;0
10.03.2016;com.ichi2.anki;QA;306;2;1;0;261;716;2;1
10.03.2016;com.ichi2.anki;RE;154;0;0;1;129;293;0;0
10.03.2016;com.ichi2.anki;RO;1723;3;3;0;1489;4641;2;3
10.03.2016;com.ichi2.anki;RS;1112;6;2;1;1005;3157;6;2
10.03.2016;com.ichi2.anki;RU;32731;100;87;18;28776;80790;85;84
10.03.2016;com.ichi2.anki;RW;54;0;0;0;41;88;0;0
10.03.2016;com.ichi2.anki;SA;2125;7;6;1;1974;5926;7;6
10.03.2016;com.ichi2.anki;SB;5;0;0;0;4;5;0;0
10.03.2016;com.ichi2.anki;SC;12;0;0;0;12;21;0;0
10.03.2016;com.ichi2.anki;SD;52;0;0;0;45;108;0;0
10.03.2016;com.ichi2.anki;SE;8446;13;15;2;6900;13638;8;14
10.03.2016;com.ichi2.anki;SG;4117;4;11;4;3426;8423;3;10
10.03.2016;com.ichi2.anki;SI;888;0;0;0;769;1869;0;0
10.03.2016;com.ichi2.anki;SJ;2;0;0;0;2;2;0;0
10.03.2016;com.ichi2.anki;SK;1887;8;6;1;1634;3603;7;6
10.03.2016;com.ichi2.anki;SL;10;0;0;0;7;20;0;0
10.03.2016;com.ichi2.anki;SM;1;0;0;0;1;4;0;0
10.03.2016;com.ichi2.anki;SN;51;0;0;0;43;225;0;0
10.03.2016;com.ichi2.anki;SO;13;0;0;0;12;47;0;0
10.03.2016;com.ichi2.anki;SR;22;0;1;0;17;64;1;1
10.03.2016;com.ichi2.anki;SS;9;0;0;0;9;14;0;0
10.03.2016;com.ichi2.anki;ST;3;0;0;0;3;4;0;0
10.03.2016;com.ichi2.anki;SV;124;0;0;0;110;401;0;0
10.03.2016;com.ichi2.anki;SX;25;0;0;0;20;28;0;0
10.03.2016;com.ichi2.anki;SY;28;0;1;0;25;72;0;1
10.03.2016;com.ichi2.anki;SZ;12;0;0;0;10;14;0;0
10.03.2016;com.ichi2.anki;TC;0;0;0;0;0;3;0;0
10.03.2016;com.ichi2.anki;TD;6;0;0;0;4;14;0;0
10.03.2016;com.ichi2.anki;TG;11;1;2;0;9;51;1;2
10.03.2016;com.ichi2.anki;TH;4159;12;8;0;3593;10778;10;8
10.03.2016;com.ichi2.anki;TJ;82;1;0;0;69;247;1;0
10.03.2016;com.ichi2.anki;TL;23;0;0;0;19;33;0;0
10.03.2016;com.ichi2.anki;TM;35;0;0;0;34;108;0;0
10.03.2016;com.ichi2.anki;TN;180;2;2;0;159;635;1;2
10.03.2016;com.ichi2.anki;TO;3;0;0;0;2;3;0;0
10.03.2016;com.ichi2.anki;TR;4233;43;20;1;3847;14753;42;19
10.03.2016;com.ichi2.anki;TT;182;1;0;0;166;509;1;0
10.03.2016;com.ichi2.anki;TW;16854;44;32;6;14813;45163;29;31
10.03.2016;com.ichi2.anki;TZ;140;0;1;0;115;292;0;0
10.03.2016;com.ichi2.anki;UA;10062;61;48;4;9042;27634;52;47
10.03.2016;com.ichi2.anki;UG;71;0;0;1;59;172;0;0
10.03.2016;com.ichi2.anki;US;184495;377;266;67;146746;350219;223;214
10.03.2016;com.ichi2.anki;UY;162;1;1;0;137;426;1;1
10.03.2016;com.ichi2.anki;UZ;331;3;1;0;310;1055;3;1
10.03.2016;com.ichi2.anki;VC;26;0;0;0;17;42;0;0
10.03.2016;com.ichi2.anki;VE;518;1;1;1;454;1536;1;1
10.03.2016;com.ichi2.anki;VG;0;0;0;0;0;4;0;0
10.03.2016;com.ichi2.anki;VI;5;0;0;0;5;8;0;0
10.03.2016;com.ichi2.anki;VN;6673;41;29;2;6192;22823;33;28
10.03.2016;com.ichi2.anki;VU;4;0;0;0;4;8;0;0
10.03.2016;com.ichi2.anki;WS;9;0;0;0;8;10;0;0
10.03.2016;com.ichi2.anki;YE;117;0;0;0;108;330;0;0
10.03.2016;com.ichi2.anki;YT;5;0;0;0;5;10;0;0
10.03.2016;com.ichi2.anki;ZA;2127;4;7;0;1796;4507;3;7
10.03.2016;com.ichi2.anki;ZM;46;0;0;0;36;106;0;0
10.03.2016;com.ichi2.anki;ZW;71;1;0;0;64;213;1;0
10.03.2016;com.ichi2.anki;;408;0;1;0;310;1017;0;1
10.03.2016;com.ichi2.anki;;0;0;0;0;0;238863;1;5
11.03.2016;com.ichi2.anki;AD;14;0;0;0;11;30;0;0
11.03.2016;com.ichi2.anki;AE;1213;4;3;1;1047;2875;4;3
11.03.2016;com.ichi2.anki;AF;108;0;0;0;91;251;0;0
11.03.2016;com.ichi2.anki;AG;41;0;0;0;31;72;0;0
11.03.2016;com.ichi2.anki;AI;2;0;0;0;1;6;0;0
11.03.2016;com.ichi2.anki;AL;88;0;0;0;77;298;0;0
11.03.2016;com.ichi2.anki;AM;111;0;0;0;104;380;0;0
11.03.2016;com.ichi2.anki;AN;51;0;0;0;43;89;0;0
11.03.2016;com.ichi2.anki;AO;63;0;0;0;54;162;0;0
11.03.2016;com.ichi2.anki;AR;1392;5;3;1;1214;4461;4;3
11.03.2016;com.ichi2.anki;AS;4;0;0;0;2;4;0;0
11.03.2016;com.ichi2.anki;AT;12612;28;15;6;10134;20769;14;14
11.03.2016;com.ichi2.anki;AU;20653;52;31;8;16772;33531;22;26
11.03.2016;com.ichi2.anki;AW;17;0;0;0;15;60;0;0
11.03.2016;com.ichi2.anki;AX;1;0;0;0;1;2;0;0
11.03.2016;com.ichi2.anki;AZ;274;2;1;0;262;1027;3;1
11.03.2016;com.ichi2.anki;BA;284;2;3;0;252;1126;1;3
11.03.2016;com.ichi2.anki;BB;33;0;0;0;31;94;0;0
11.03.2016;com.ichi2.anki;BD;332;2;0;0;299;1197;2;0
11.03.2016;com.ichi2.anki;BE;5110;9;7;2;4236;9705;7;7
11.03.2016;com.ichi2.anki;BF;21;0;0;0;16;71;0;0
11.03.2016;com.ichi2.anki;BG;1113;2;2;2;994;2531;1;2
11.03.2016;com.ichi2.anki;BH;164;0;0;0;140;391;0;0
11.03.2016;com.ichi2.anki;BI;4;0;0;0;4;13;0;0
11.03.2016;com.ichi2.anki;BJ;20;0;0;0;18;83;0;0
11.03.2016;com.ichi2.anki;BM;19;0;0;0;14;31;0;0
11.03.2016;com.ichi2.anki;BN;60;0;0;0;55;193;0;0
11.03.2016;com.ichi2.anki;BO;314;5;0;0;288;775;5;0
11.03.2016;com.ichi2.anki;BR;36993;377;234;27;33594;89697;345;225
11.03.2016;com.ichi2.anki;BS;63;0;0;0;51;135;0;0
11.03.2016;com.ichi2.anki;BT;9;1;1;0;8;29;1;1
11.03.2016;com.ichi2.anki;BW;22;0;0;0;16;68;0;0
11.03.2016;com.ichi2.anki;BY;2405;15;8;0;2172;6179;13;8
11.03.2016;com.ichi2.anki;BZ;32;0;0;0;29;66;0;0
11.03.2016;com.ichi2.anki;CA;22074;48;25;6;18452;40603;32;19
11.03.2016;com.ichi2.anki;CD;37;0;0;0;25;92;0;0
11.03.2016;com.ichi2.anki;CF;1;0;0;0;1;1;0;0
11.03.2016;com.ichi2.anki;CG;13;0;0;0;11;34;0;0
11.03.2016;com.ichi2.anki;CH;13019;28;14;5;10302;22509;15;12
11.03.2016;com.ichi2.anki;CI;66;1;0;0;54;215;1;0
11.03.2016;com.ichi2.anki;CK;1;0;0;0;0;4;0;0
11.03.2016;com.ichi2.anki;CL;1223;2;3;2;1045;3335;2;3
11.03.2016;com.ichi2.anki;CM;50;1;0;0;45;154;1;0
11.03.2016;com.ichi2.anki;CN;6570;13;6;2;5272;13563;11;6
11.03.2016;com.ichi2.anki;CO;1937;7;8;1;1724;6373;6;8
11.03.2016;com.ichi2.anki;CR;416;4;0;0;349;1129;2;0
11.03.2016;com.ichi2.anki;CU;36;0;0;0;25;46;0;0
11.03.2016;com.ichi2.anki;CV;10;0;0;0;9;24;0;0
11.03.2016;com.ichi2.anki;CW;14;0;0;0;13;24;0;0
11.03.2016;com.ichi2.anki;CY;184;2;1;0;162;459;2;1
11.03.2016;com.ichi2.anki;CZ;9864;20;12;4;8401;19383;18;12
11.03.2016;com.ichi2.anki;DE;91383;189;155;31;75734;179857;124;138
11.03.2016;com.ichi2.anki;DJ;11;0;1;0;10;30;0;1
11.03.2016;com.ichi2.anki;DK;2301;3;3;0;1897;4146;4;3
11.03.2016;com.ichi2.anki;DM;48;0;0;0;36;64;0;0
11.03.2016;com.ichi2.anki;DO;352;1;1;0;296;912;1;1
11.03.2016;com.ichi2.anki;DZ;426;7;3;0;389;1771;7;2
11.03.2016;com.ichi2.anki;EC;321;1;1;0;281;958;0;1
11.03.2016;com.ichi2.anki;EE;923;3;1;1;785;2010;3;1
11.03.2016;com.ichi2.anki;EG;1800;9;15;1;1659;5242;8;15
11.03.2016;com.ichi2.anki;ER;0;0;0;0;0;0;0;0
11.03.2016;com.ichi2.anki;ES;16140;35;31;6;13624;35992;24;28
11.03.2016;com.ichi2.anki;ET;114;1;0;0;103;236;1;0
11.03.2016;com.ichi2.anki;FI;4241;8;1;2;3502;6688;5;0
11.03.2016;com.ichi2.anki;FJ;20;0;0;0;18;53;0;0
11.03.2016;com.ichi2.anki;FK;1;0;0;0;1;3;0;0
11.03.2016;com.ichi2.anki;FM;6;0;0;0;5;6;0;0
11.03.2016;com.ichi2.anki;FO;12;0;0;0;9;23;0;0
11.03.2016;com.ichi2.anki;FR;26530;68;45;9;22698;45575;51;39
11.03.2016;com.ichi2.anki;GA;3;0;0;0;3;41;0;0
11.03.2016;com.ichi2.anki;GB;37413;69;52;14;30616;71244;42;44
11.03.2016;com.ichi2.anki;GD;92;0;0;0;74;119;0;0
11.03.2016;com.ichi2.anki;GE;218;0;0;0;189;549;0;0
11.03.2016;com.ichi2.anki;GF;11;0;0;0;11;23;0;0
11.03.2016;com.ichi2.anki;GG;6;0;0;0;4;12;0;0
11.03.2016;com.ichi2.anki;GH;173;0;0;0;149;462;0;0
11.03.2016;com.ichi2.anki;GI;12;0;0;0;10;24;0;0
11.03.2016;com.ichi2.anki;GL;7;0;0;0;6;9;0;0
11.03.2016;com.ichi2.anki;GM;15;0;0;0;11;41;0;0
11.03.2016;com.ichi2.anki;GN;16;1;0;0;14;51;1;0
11.03.2016;com.ichi2.anki;GP;118;2;0;0;100;238;1;0
11.03.2016;com.ichi2.anki;GQ;5;0;0;0;4;16;0;0
11.03.2016;com.ichi2.anki;GR;944;1;2;0;807;2236;0;2
11.03.2016;com.ichi2.anki;GT;267;0;2;0;226;650;0;2
11.03.2016;com.ichi2.anki;GU;28;0;0;0;24;65;0;0
11.03.2016;com.ichi2.anki;GW;1;0;0;0;1;5;0;0
11.03.2016;com.ichi2.anki;GY;34;0;0;0;29;77;0;0
11.03.2016;com.ichi2.anki;HK;3771;6;3;2;3112;8994;6;2
11.03.2016;com.ichi2.anki;HN;78;0;0;0;73;295;0;0
11.03.2016;com.ichi2.anki;HR;857;0;0;1;746;1953;0;0
